"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Key card access means that you are obligated to report suspicious activity. Report all suspicious activity immediately to the following phone numbers: Monmouth College Security: 309-337-5708 Monmouth College Emergency Phone: 309-337-5713  Building Policies / Safe Studio Practices: When you work outside of class, bring your own entertainment. In all rooms, projectors are foruse by faculty only. Dont use the projectors to watch movies while you work, and dont turn on the projectors to have access to the speakers so you can play music.  Always choose non-toxic options. Dont use oil-based or other toxic materials (waxes, wood stains, varnishes, etc) without permission of a faculty member and specific training on safety (skin protection, eye protection, air-quality considerations) and clean up. Go outside if you need to use an aerosol spray (including spray paint, spray fixative [or hairspray], or spray adhesive). Aerosols shouldnt be sprayed inside the building. When you are sanding or using other dusty materials (dry clay) consider the air quality for yourself and for others in the building. Minimize dust in the air.", What materials need to be used outside of the building? ,  Aerosols should be used outside of the building. 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Key card access means that you are obligated to report suspicious activity. Report all suspicious activity immediately to the following phone numbers: Monmouth College Security: 309-337-5708 Monmouth College Emergency Phone: 309-337-5713  Building Policies / Safe Studio Practices: When you work outside of class, bring your own entertainment. In all rooms, projectors are foruse by faculty only. Dont use the projectors to watch movies while you work, and dont turn on the projectors to have access to the speakers so you can play music.  Always choose non-toxic options. Dont use oil-based or other toxic materials (waxes, wood stains, varnishes, etc) without permission of a faculty member and specific training on safety (skin protection, eye protection, air-quality considerations) and clean up. Go outside if you need to use an aerosol spray (including spray paint, spray fixative [or hairspray], or spray adhesive). Aerosols shouldnt be sprayed inside the building. When you are sanding or using other dusty materials (dry clay) consider the air quality for yourself and for others in the building. Minimize dust in the air.", What safety equipment is necessary when using toxic materials? ,"  Skin protection, eye protection, and air quality considerations should be taken when using toxic materials. "
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. All art studios can have harmful chemicals in the air an on the surfaces. When you take a break to eat, wash your hands. If you borrow a tool or material from another room, return it exactly to where you got it from when you are done using it (duringthatwork session if you need to borrow it again each day, then do so). Wash and set aside to dry, any brushes, painting cups, palettes, etc. Please dont leave things in the sinks. Always clean up after yourself. Wipe off the table; sweep the floor; push in your chair. These things help keep our building a nice place to work. **This syllabus may change throughout the semester. The professor will alert students to any changes via moodle and in-class. ARTD 261 WHEEL THROWN CLAY CLASS CALENDAR Spring 2021  TU. Jan. 11: FIRST DAY OF CLASS-DIVIDED CLASS IN PERSON GROUP A will meet 12:30-1:45 and GROUP B will meet 2-3:15 Introduction to Ceramics Lab and Safety Issues Explanation of syllabus, calendar, list of supplies, ATTENDANCE/PARTICIPATION POLICY ", What do I need to do when I take a break to eat? ,  Wash your hands. 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. All art studios can have harmful chemicals in the air an on the surfaces. When you take a break to eat, wash your hands. If you borrow a tool or material from another room, return it exactly to where you got it from when you are done using it (duringthatwork session if you need to borrow it again each day, then do so). Wash and set aside to dry, any brushes, painting cups, palettes, etc. Please dont leave things in the sinks. Always clean up after yourself. Wipe off the table; sweep the floor; push in your chair. These things help keep our building a nice place to work. **This syllabus may change throughout the semester. The professor will alert students to any changes via moodle and in-class. ARTD 261 WHEEL THROWN CLAY CLASS CALENDAR Spring 2021  TU. Jan. 11: FIRST DAY OF CLASS-DIVIDED CLASS IN PERSON GROUP A will meet 12:30-1:45 and GROUP B will meet 2-3:15 Introduction to Ceramics Lab and Safety Issues Explanation of syllabus, calendar, list of supplies, ATTENDANCE/PARTICIPATION POLICY ", What should I do when I borrow a tool or material from another room? ,  Return it to where you got it from when done using it. 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. All art studios can have harmful chemicals in the air an on the surfaces. When you take a break to eat, wash your hands. If you borrow a tool or material from another room, return it exactly to where you got it from when you are done using it (duringthatwork session if you need to borrow it again each day, then do so). Wash and set aside to dry, any brushes, painting cups, palettes, etc. Please dont leave things in the sinks. Always clean up after yourself. Wipe off the table; sweep the floor; push in your chair. These things help keep our building a nice place to work. **This syllabus may change throughout the semester. The professor will alert students to any changes via moodle and in-class. ARTD 261 WHEEL THROWN CLAY CLASS CALENDAR Spring 2021  TU. Jan. 11: FIRST DAY OF CLASS-DIVIDED CLASS IN PERSON GROUP A will meet 12:30-1:45 and GROUP B will meet 2-3:15 Introduction to Ceramics Lab and Safety Issues Explanation of syllabus, calendar, list of supplies, ATTENDANCE/PARTICIPATION POLICY ", What do I need to do when cleaning up after myself? ,  Wipe off the table; sweep the floor; push in your chair. 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Discuss Academic Honesty: Your own work, your own ideas, give credit to your sources  PPT: Presentation: Introduction to Instructor and Overview of Historical and Contemporary Thrown Ceramics  PPT: Overview of class and all projects PPT: INTRO TO GROUP MOSAIC PROJECT- ROY G BIV   DEMO: Pinch, Coil, Slab! Assign cupboards and lockers- Wipe out and label (masking tape and sharpie) HW ASSIGNMENT: Bring sketchbook to class on Thursday WITH SKETCHES/IDEAS for 12x12 mosaic) TH. Jan. 13: IN-PERSON CLASS-  GROUP A will meet 12:30-1:45 and GROUP B will meet 2-3:15 Sketchbook Ideas for MOSAIC ROY G BIV DUE PPT: INTRO TO JAPANESE MISHIMA TEA BOWL- DEMO: TEXTURE, SLABROLLER, EXTRUDER, TOOLS, SLUMP MOLDS WORK ON MOSAIC PROJECT HW ASSIGNMENT: Sketchbook ideas for JAPANESE TEA BOWL- Hand built  CLAY TERMINOLOGY- on MOODLE TU. Jan. 18: GROUP A IN PERSON ASSIGNMENT DUE: Sketchbook ideas for JAPANESE TEA BOWL- Hand built WORK ON MOSAIC PROJECT- TEXTURE and DETAIL WORK ON JAPANESE MISHIMA TEABOWL PROJECT ", What should students bring to class on Thursday? ,  Students should bring their sketchbook to class on Thursday with sketches/ideas for a 12x12 mosaic. 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Discuss Academic Honesty: Your own work, your own ideas, give credit to your sources  PPT: Presentation: Introduction to Instructor and Overview of Historical and Contemporary Thrown Ceramics  PPT: Overview of class and all projects PPT: INTRO TO GROUP MOSAIC PROJECT- ROY G BIV   DEMO: Pinch, Coil, Slab! Assign cupboards and lockers- Wipe out and label (masking tape and sharpie) HW ASSIGNMENT: Bring sketchbook to class on Thursday WITH SKETCHES/IDEAS for 12x12 mosaic) TH. Jan. 13: IN-PERSON CLASS-  GROUP A will meet 12:30-1:45 and GROUP B will meet 2-3:15 Sketchbook Ideas for MOSAIC ROY G BIV DUE PPT: INTRO TO JAPANESE MISHIMA TEA BOWL- DEMO: TEXTURE, SLABROLLER, EXTRUDER, TOOLS, SLUMP MOLDS WORK ON MOSAIC PROJECT HW ASSIGNMENT: Sketchbook ideas for JAPANESE TEA BOWL- Hand built  CLAY TERMINOLOGY- on MOODLE TU. Jan. 18: GROUP A IN PERSON ASSIGNMENT DUE: Sketchbook ideas for JAPANESE TEA BOWL- Hand built WORK ON MOSAIC PROJECT- TEXTURE and DETAIL WORK ON JAPANESE MISHIMA TEABOWL PROJECT ", What is the HW Assignment for Tuesday Jan. 18? ,  The HW Assignment for Tuesday Jan. 18 is to create Sketchbook ideas for a Japanese Tea Bowl- Hand Built. 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Discuss Academic Honesty: Your own work, your own ideas, give credit to your sources  PPT: Presentation: Introduction to Instructor and Overview of Historical and Contemporary Thrown Ceramics  PPT: Overview of class and all projects PPT: INTRO TO GROUP MOSAIC PROJECT- ROY G BIV   DEMO: Pinch, Coil, Slab! Assign cupboards and lockers- Wipe out and label (masking tape and sharpie) HW ASSIGNMENT: Bring sketchbook to class on Thursday WITH SKETCHES/IDEAS for 12x12 mosaic) TH. Jan. 13: IN-PERSON CLASS-  GROUP A will meet 12:30-1:45 and GROUP B will meet 2-3:15 Sketchbook Ideas for MOSAIC ROY G BIV DUE PPT: INTRO TO JAPANESE MISHIMA TEA BOWL- DEMO: TEXTURE, SLABROLLER, EXTRUDER, TOOLS, SLUMP MOLDS WORK ON MOSAIC PROJECT HW ASSIGNMENT: Sketchbook ideas for JAPANESE TEA BOWL- Hand built  CLAY TERMINOLOGY- on MOODLE TU. Jan. 18: GROUP A IN PERSON ASSIGNMENT DUE: Sketchbook ideas for JAPANESE TEA BOWL- Hand built WORK ON MOSAIC PROJECT- TEXTURE and DETAIL WORK ON JAPANESE MISHIMA TEABOWL PROJECT ", What clay tools will be demo-ed? ,"  The clay tools that will be demo-ed are Pinch, Coil, Slab, Texture, Slabroller, Extruder, Tools, and Slump Molds. "
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. DEMO 6x6 HOW TO THROW CYLINDERS LOAD SET OF 4 INTO KILN HW ASSIGNMENT: SKETCH IDEAS OF CLINDER FORMSTumblers/ Goblets, Mugs w/Handles TH. Feb. 17:  GLAZE SET OF 4 BOWLS AND 2 GBOS LAST DAY TO GLAZE GBOS BOWLS IS 2/20  Work on Gallery Object Work on CYLINDERS 6x6  SKETCH IDEAS OF CYLINDER FORMS DUETumblers/ Goblets, Mugs w/Handles TU. Feb. 22:  GALLERY OBJECT #1 DUE GREEN GBOS $30 BOWLS DUE (2)- Self Evaluation- CRIT DEMO: CYLINDERS, Tumblers, Goblets, Alterations, HANDLES Work on CYLINDERS GLAZE 4 BOWLS TH. Feb. 24: (Substitute) IN CLASS: work on CYLINDERS: wheel-thrown cylinders, tumblers/goblets, mugs with handles, creative cups DELIVER BOWLS (GBOS- Galesburg) GLAZE 4 BOWLS Bisque Gallery Objects INTRO to GALLERY OBJECT #2 Next Skate, All Skate  TU. Mar. 1:  SET OF 4 BOWLS DUE GLAZED (self-evaluation) CRIT In CLASS: PREPARE FOR TEST TO THROW 3 CYLINDERS Glaze Gallery Objects WORK ON 6 perfected 6 cylinders  DEMO: attaching parts - handles HW: SKETCH CREATIVE CUPS- MAKE A PROPOSAL TH. Mar. 3: ", What is due on February 20th? ,  Glazed bowls and gboes 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. DEMO 6x6 HOW TO THROW CYLINDERS LOAD SET OF 4 INTO KILN HW ASSIGNMENT: SKETCH IDEAS OF CLINDER FORMSTumblers/ Goblets, Mugs w/Handles TH. Feb. 17:  GLAZE SET OF 4 BOWLS AND 2 GBOS LAST DAY TO GLAZE GBOS BOWLS IS 2/20  Work on Gallery Object Work on CYLINDERS 6x6  SKETCH IDEAS OF CYLINDER FORMS DUETumblers/ Goblets, Mugs w/Handles TU. Feb. 22:  GALLERY OBJECT #1 DUE GREEN GBOS $30 BOWLS DUE (2)- Self Evaluation- CRIT DEMO: CYLINDERS, Tumblers, Goblets, Alterations, HANDLES Work on CYLINDERS GLAZE 4 BOWLS TH. Feb. 24: (Substitute) IN CLASS: work on CYLINDERS: wheel-thrown cylinders, tumblers/goblets, mugs with handles, creative cups DELIVER BOWLS (GBOS- Galesburg) GLAZE 4 BOWLS Bisque Gallery Objects INTRO to GALLERY OBJECT #2 Next Skate, All Skate  TU. Mar. 1:  SET OF 4 BOWLS DUE GLAZED (self-evaluation) CRIT In CLASS: PREPARE FOR TEST TO THROW 3 CYLINDERS Glaze Gallery Objects WORK ON 6 perfected 6 cylinders  DEMO: attaching parts - handles HW: SKETCH CREATIVE CUPS- MAKE A PROPOSAL TH. Mar. 3: ", What is due on March 1st? ,  Set of 4 glazed bowls 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. DEMO 6x6 HOW TO THROW CYLINDERS LOAD SET OF 4 INTO KILN HW ASSIGNMENT: SKETCH IDEAS OF CLINDER FORMSTumblers/ Goblets, Mugs w/Handles TH. Feb. 17:  GLAZE SET OF 4 BOWLS AND 2 GBOS LAST DAY TO GLAZE GBOS BOWLS IS 2/20  Work on Gallery Object Work on CYLINDERS 6x6  SKETCH IDEAS OF CYLINDER FORMS DUETumblers/ Goblets, Mugs w/Handles TU. Feb. 22:  GALLERY OBJECT #1 DUE GREEN GBOS $30 BOWLS DUE (2)- Self Evaluation- CRIT DEMO: CYLINDERS, Tumblers, Goblets, Alterations, HANDLES Work on CYLINDERS GLAZE 4 BOWLS TH. Feb. 24: (Substitute) IN CLASS: work on CYLINDERS: wheel-thrown cylinders, tumblers/goblets, mugs with handles, creative cups DELIVER BOWLS (GBOS- Galesburg) GLAZE 4 BOWLS Bisque Gallery Objects INTRO to GALLERY OBJECT #2 Next Skate, All Skate  TU. Mar. 1:  SET OF 4 BOWLS DUE GLAZED (self-evaluation) CRIT In CLASS: PREPARE FOR TEST TO THROW 3 CYLINDERS Glaze Gallery Objects WORK ON 6 perfected 6 cylinders  DEMO: attaching parts - handles HW: SKETCH CREATIVE CUPS- MAKE A PROPOSAL TH. Mar. 3: ", What is the first demo assignment? ,"  Wheel thrown cylinders, tumblers/goblets, mugs with handles "
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. In CLASS: TEST TO THROW 3 CYLINDERS 6x6 PERFECTED CYLINDERS DUE GREEN PPT: INTRODUCE CREATIVE CUPS SET HW: SKETCH CREATIVE CUPS- MAKE A PROPOSAL TU. Mar. 8:  SPRING BREAK TH. Mar. 10:  SPRING BREAK TU. Mar. 15:  SKETCH DUE CREATIVE CUPS- MAKE A PROPOSAL GALLERY OBJECT #1 DUE GLAZED WITH WRITTEN INTERPRETATION WORK ON CREATIVE CUPS SET of 3 WORK ON SET OF MUGS WORK ON SET OF TUMBLERS DEMO AND INTRO: PLATE SET (one platter, two dinner, OR four saucers) HW ASSIGNMENT: Sketch Ideas for 2 plates TH. Mar. 17:  SET OF MUGS, SET OF TUMBLERS DUE GREEN Sketch due: PLATE SET OF 2 DEMO: SLUMP MOLDS Work on plate set TU. Mar. 22 CREATIVE CUPS DUE GREEN GLAZED CYLINDERS DUE -SELF-EVALUATION FOR CYLINDERS  Work on Plates Glaze GALLERY OBJECT #1 PPT: INTRO- THROWN AND ALTERED FORMS (TEAPOT) HW ASSIGNMENT: SKETCHBOOK PLAN FOR THROWN/ALTERED FORM LOAD CREATIVE CUPS INTO BISQUE TH. Mar. 24 SKETCHBOOK PLAN FOR ALTERED/TEAPOT FORM DUE Glaze Creative Cups-  Work on Plates DEMO: Throwing Off-Hump (miniatures)"," What was due Green on Tuesday, March 15? ",  Sketch due Creative Cups- Make a Proposal 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. In CLASS: TEST TO THROW 3 CYLINDERS 6x6 PERFECTED CYLINDERS DUE GREEN PPT: INTRODUCE CREATIVE CUPS SET HW: SKETCH CREATIVE CUPS- MAKE A PROPOSAL TU. Mar. 8:  SPRING BREAK TH. Mar. 10:  SPRING BREAK TU. Mar. 15:  SKETCH DUE CREATIVE CUPS- MAKE A PROPOSAL GALLERY OBJECT #1 DUE GLAZED WITH WRITTEN INTERPRETATION WORK ON CREATIVE CUPS SET of 3 WORK ON SET OF MUGS WORK ON SET OF TUMBLERS DEMO AND INTRO: PLATE SET (one platter, two dinner, OR four saucers) HW ASSIGNMENT: Sketch Ideas for 2 plates TH. Mar. 17:  SET OF MUGS, SET OF TUMBLERS DUE GREEN Sketch due: PLATE SET OF 2 DEMO: SLUMP MOLDS Work on plate set TU. Mar. 22 CREATIVE CUPS DUE GREEN GLAZED CYLINDERS DUE -SELF-EVALUATION FOR CYLINDERS  Work on Plates Glaze GALLERY OBJECT #1 PPT: INTRO- THROWN AND ALTERED FORMS (TEAPOT) HW ASSIGNMENT: SKETCHBOOK PLAN FOR THROWN/ALTERED FORM LOAD CREATIVE CUPS INTO BISQUE TH. Mar. 24 SKETCHBOOK PLAN FOR ALTERED/TEAPOT FORM DUE Glaze Creative Cups-  Work on Plates DEMO: Throwing Off-Hump (miniatures)"," What was the homework assignment for Thursday, March 17? ",  Sketch Ideas for 2 plates 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. In CLASS: TEST TO THROW 3 CYLINDERS 6x6 PERFECTED CYLINDERS DUE GREEN PPT: INTRODUCE CREATIVE CUPS SET HW: SKETCH CREATIVE CUPS- MAKE A PROPOSAL TU. Mar. 8:  SPRING BREAK TH. Mar. 10:  SPRING BREAK TU. Mar. 15:  SKETCH DUE CREATIVE CUPS- MAKE A PROPOSAL GALLERY OBJECT #1 DUE GLAZED WITH WRITTEN INTERPRETATION WORK ON CREATIVE CUPS SET of 3 WORK ON SET OF MUGS WORK ON SET OF TUMBLERS DEMO AND INTRO: PLATE SET (one platter, two dinner, OR four saucers) HW ASSIGNMENT: Sketch Ideas for 2 plates TH. Mar. 17:  SET OF MUGS, SET OF TUMBLERS DUE GREEN Sketch due: PLATE SET OF 2 DEMO: SLUMP MOLDS Work on plate set TU. Mar. 22 CREATIVE CUPS DUE GREEN GLAZED CYLINDERS DUE -SELF-EVALUATION FOR CYLINDERS  Work on Plates Glaze GALLERY OBJECT #1 PPT: INTRO- THROWN AND ALTERED FORMS (TEAPOT) HW ASSIGNMENT: SKETCHBOOK PLAN FOR THROWN/ALTERED FORM LOAD CREATIVE CUPS INTO BISQUE TH. Mar. 24 SKETCHBOOK PLAN FOR ALTERED/TEAPOT FORM DUE Glaze Creative Cups-  Work on Plates DEMO: Throwing Off-Hump (miniatures)"," What is the Demo and Intro for Tuesday, March 22? ","  Plate Set (one platter, two dinner, OR four saucers) "
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. FR. Mar. 25 Next Skate, All Skate Gallery Exhibition Closing and Talk TU Mar. 29 SET OF 2 PLATES DUE GREEN (Self-Evaluation and CRIT) SET OF CREATIVE CUPS DUE GLAZED (Self-Evaluation and CRIT) Work on THROWN and ALTERED Form  DUE: HW: SKETCHBOOK PLAN FOR THROWN/ALTERED FORM Demo: PARTS OF A TEA POT (handles, lids, spout, body) More Off the Hump Throwing TH. Mar. 31 Work on THROWN and ALTERED Form / TEAPOT BISQUE PLATE SET TU. Apr. 5 Gallery Object #2 Due GREEN Next Skate, All Skate Green with Interpretive Statement (CRIT) Work on TEAPOT / ALTERED FORM  Glaze plate set of 2 INTRO: STACKED FORMS PROJECT  TH. Apr. 7 Work on TEAPOT/ ALTERED FORM Glaze plate set of 2 PPT: INTRO: STACKED FORM- FINAL PROJECT  HW: Sketch ideas for Stacked Form- FINAL PROJECT TU. Apr. 12 THROWN + ALTERED FORM due GREEN  SKETCH IDEAS DUE: MONUMENTAL- STACKED FORMS PROJECT (or alternative) Work on Final Project TH. Apr. 14 GALLERY OBJECT #2 DUE GLAZED (including interpretive statement) BISQUE FIRE THROWN + ALTERED FORMS/TEAPOTS", What is the due date for the 2 plates set? , TU Mar. 29 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. FR. Mar. 25 Next Skate, All Skate Gallery Exhibition Closing and Talk TU Mar. 29 SET OF 2 PLATES DUE GREEN (Self-Evaluation and CRIT) SET OF CREATIVE CUPS DUE GLAZED (Self-Evaluation and CRIT) Work on THROWN and ALTERED Form  DUE: HW: SKETCHBOOK PLAN FOR THROWN/ALTERED FORM Demo: PARTS OF A TEA POT (handles, lids, spout, body) More Off the Hump Throwing TH. Mar. 31 Work on THROWN and ALTERED Form / TEAPOT BISQUE PLATE SET TU. Apr. 5 Gallery Object #2 Due GREEN Next Skate, All Skate Green with Interpretive Statement (CRIT) Work on TEAPOT / ALTERED FORM  Glaze plate set of 2 INTRO: STACKED FORMS PROJECT  TH. Apr. 7 Work on TEAPOT/ ALTERED FORM Glaze plate set of 2 PPT: INTRO: STACKED FORM- FINAL PROJECT  HW: Sketch ideas for Stacked Form- FINAL PROJECT TU. Apr. 12 THROWN + ALTERED FORM due GREEN  SKETCH IDEAS DUE: MONUMENTAL- STACKED FORMS PROJECT (or alternative) Work on Final Project TH. Apr. 14 GALLERY OBJECT #2 DUE GLAZED (including interpretive statement) BISQUE FIRE THROWN + ALTERED FORMS/TEAPOTS", What is the format of the Intro: Stacked Forms Project? , PPT 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. FR. Mar. 25 Next Skate, All Skate Gallery Exhibition Closing and Talk TU Mar. 29 SET OF 2 PLATES DUE GREEN (Self-Evaluation and CRIT) SET OF CREATIVE CUPS DUE GLAZED (Self-Evaluation and CRIT) Work on THROWN and ALTERED Form  DUE: HW: SKETCHBOOK PLAN FOR THROWN/ALTERED FORM Demo: PARTS OF A TEA POT (handles, lids, spout, body) More Off the Hump Throwing TH. Mar. 31 Work on THROWN and ALTERED Form / TEAPOT BISQUE PLATE SET TU. Apr. 5 Gallery Object #2 Due GREEN Next Skate, All Skate Green with Interpretive Statement (CRIT) Work on TEAPOT / ALTERED FORM  Glaze plate set of 2 INTRO: STACKED FORMS PROJECT  TH. Apr. 7 Work on TEAPOT/ ALTERED FORM Glaze plate set of 2 PPT: INTRO: STACKED FORM- FINAL PROJECT  HW: Sketch ideas for Stacked Form- FINAL PROJECT TU. Apr. 12 THROWN + ALTERED FORM due GREEN  SKETCH IDEAS DUE: MONUMENTAL- STACKED FORMS PROJECT (or alternative) Work on Final Project TH. Apr. 14 GALLERY OBJECT #2 DUE GLAZED (including interpretive statement) BISQUE FIRE THROWN + ALTERED FORMS/TEAPOTS", What objects are due Green on Tu. Apr. 12? , THROWN + ALTERED FORM 
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Work on Final Project TU. Apr. 19: LAST DAY OF CLASS GROUP A 9:30- 10:45 GROUP B 10:50-12:15 GLAZED SET OF 2 PLATES DUE (self-evaluation and CRIT) GLAZE TEAPOT/ALTERED FORMS Work on Final PROJECT TH. Apr. 21 .  LAST DAY TO WORK WITH WET CLAY!!!!! TU. Apr. 26 SCHOLARS DAY- NO CLASS  TH. Apr. 28 Professional Photography for 3D works- intro to FINAL EXAM expectations Bisque/Glaze ALL WORK TU. May 3 LAST DAY OF CLASS! GLAZE final project Course Evaluations ALL PIECES MUST HAVE GLAZE APPLIED and ON SHELF so they can be fired. Clean up studio, clean out cupboards TH May 5 READING DAY Final Day to Glaze ALL WORK MUST BE ON GLAZE SHELF FINAL EXAM MONDAY MAY 9 11:30 AM SOCIAL MEDIA DOCUMENTATION OF ALL PROJECTS and VIDEO PROJECT DUE  FINAL PROJECT SELF EVALUATION AND COMPREHENSIVE SELF EVALUATION DUE ONLINE PROJECTS AND GOALS: GROUP MOSAIC PROJECT- ROY G BIV / LOVE IS LOVE Students will learn: Group problem solving Basic hand building- pinch, coil, and slab methods Experience moisture and shrinkage levels in the clay", What are the requirements of the Final Project? ,"  Final project must be glazed, course evaluations must be completed, and an online self-evaluation and comprehensive self-evaluation must be submitted. "
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Work on Final Project TU. Apr. 19: LAST DAY OF CLASS GROUP A 9:30- 10:45 GROUP B 10:50-12:15 GLAZED SET OF 2 PLATES DUE (self-evaluation and CRIT) GLAZE TEAPOT/ALTERED FORMS Work on Final PROJECT TH. Apr. 21 .  LAST DAY TO WORK WITH WET CLAY!!!!! TU. Apr. 26 SCHOLARS DAY- NO CLASS  TH. Apr. 28 Professional Photography for 3D works- intro to FINAL EXAM expectations Bisque/Glaze ALL WORK TU. May 3 LAST DAY OF CLASS! GLAZE final project Course Evaluations ALL PIECES MUST HAVE GLAZE APPLIED and ON SHELF so they can be fired. Clean up studio, clean out cupboards TH May 5 READING DAY Final Day to Glaze ALL WORK MUST BE ON GLAZE SHELF FINAL EXAM MONDAY MAY 9 11:30 AM SOCIAL MEDIA DOCUMENTATION OF ALL PROJECTS and VIDEO PROJECT DUE  FINAL PROJECT SELF EVALUATION AND COMPREHENSIVE SELF EVALUATION DUE ONLINE PROJECTS AND GOALS: GROUP MOSAIC PROJECT- ROY G BIV / LOVE IS LOVE Students will learn: Group problem solving Basic hand building- pinch, coil, and slab methods Experience moisture and shrinkage levels in the clay", What is the deadline for glazing all pieces? ,"  The last day to glaze all pieces is Thursday, May 5. "
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Work on Final Project TU. Apr. 19: LAST DAY OF CLASS GROUP A 9:30- 10:45 GROUP B 10:50-12:15 GLAZED SET OF 2 PLATES DUE (self-evaluation and CRIT) GLAZE TEAPOT/ALTERED FORMS Work on Final PROJECT TH. Apr. 21 .  LAST DAY TO WORK WITH WET CLAY!!!!! TU. Apr. 26 SCHOLARS DAY- NO CLASS  TH. Apr. 28 Professional Photography for 3D works- intro to FINAL EXAM expectations Bisque/Glaze ALL WORK TU. May 3 LAST DAY OF CLASS! GLAZE final project Course Evaluations ALL PIECES MUST HAVE GLAZE APPLIED and ON SHELF so they can be fired. Clean up studio, clean out cupboards TH May 5 READING DAY Final Day to Glaze ALL WORK MUST BE ON GLAZE SHELF FINAL EXAM MONDAY MAY 9 11:30 AM SOCIAL MEDIA DOCUMENTATION OF ALL PROJECTS and VIDEO PROJECT DUE  FINAL PROJECT SELF EVALUATION AND COMPREHENSIVE SELF EVALUATION DUE ONLINE PROJECTS AND GOALS: GROUP MOSAIC PROJECT- ROY G BIV / LOVE IS LOVE Students will learn: Group problem solving Basic hand building- pinch, coil, and slab methods Experience moisture and shrinkage levels in the clay", What methods are students learning? ,"  Students are learning group problem solving, basic hand building methods (pinch, coil, and slab), and experiencing moisture and shrinkage levels in the clay body. "
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Students will learn:  Throwing on the wheel-cylinder forms Pulling/building and attaching handles Shaping forms on the wheel Design and function principles related to cups, sets Adding narrative/personal meaning to cup forms Historical context for wheel thrown pottery- Mesopotamian, Egyptian, and Greek Civilizations Adding TEXT (via inscription, sgraffito, or decal) to surface PLATES, PLATTERS Project Goals: (set of 2) (4 small, 2 dinner sized, or one platter- large) Students will learn: Throwing plates, platters and horizontal forms on wheel Importance of compression of horizontal surfaces Decorative techniques such as sgraffito  Hand-building platters using slabs and slump molds Use of tools including slab-roller, extruder, plaster molds Trimming plates and platters THROWN AND ALTERED FORMS- TEAPOTS Project Goals: Students will learn: How to build multiple parts and assemble using additive and subtractive methods, slipping and scoring How to cut into and manipulate thrown and hand-built forms", What is the historical context of wheel thrown pottery?  ,"  Wheel thrown pottery is associated with Mesopotamian, Egyptian and Greek Civilizations. "
"This class is ARTD 261, Wheel-Throwin Ceramics, taught by Wunderlich in 2022. Students will learn:  Throwing on the wheel-cylinder forms Pulling/building and attaching handles Shaping forms on the wheel Design and function principles related to cups, sets Adding narrative/personal meaning to cup forms Historical context for wheel thrown pottery- Mesopotamian, Egyptian, and Greek Civilizations Adding TEXT (via inscription, sgraffito, or decal) to surface PLATES, PLATTERS Project Goals: (set of 2) (4 small, 2 dinner sized, or one platter- large) Students will learn: Throwing plates, platters and horizontal forms on wheel Importance of compression of horizontal surfaces Decorative techniques such as sgraffito  Hand-building platters using slabs and slump molds Use of tools including slab-roller, extruder, plaster molds Trimming plates and platters THROWN AND ALTERED FORMS- TEAPOTS Project Goals: Students will learn: How to build multiple parts and assemble using additive and subtractive methods, slipping and scoring How to cut into and manipulate thrown and hand-built forms"," What is the project goal for plates, platters? ","  The project goal for plates, platters is to create a set of 4 small, 2 dinner sized, or one platter-large. "
